 item_code | total_spent 
 06RESAF   |   340072.46
 HOIEYAH   |   340040.40
 UNINSPS   |   339825.70
 8X9IZL6   |   339740.16
 X3QTKZR   |   339569.72
 5DMK6Y2   |   339390.48
 GCH1W83   |   338966.27
 XJPGHM2   |   338891.22
 HPTFVMN   |   338879.24
 K6DUZAX   |   338375.68
 WHXRWO6   |   338230.90
 UJVMLM4   |   338065.86
 1AWKT5C   |   337490.43
 5YEGBA0   |   337263.76
 39VQOYH   |   337085.76
 LQDCO5M   |   336941.15
 T0DB0CR   |   336898.96
 TFHOMOM   |   336873.61
 IQPW4GX   |   336814.00
 K1OCIJU   |   336611.79
 8852V8D   |   336409.00
 TEODX7L   |   336373.56
 6UV4H0G   |   336271.88
 MVZS73K   |   336243.60
 CO83AFG   |   336203.86
 NFMAAM7   |   336081.48
 0QXLPDD   |   336016.66
 IK7DRKZ   |   336001.13
 CVB8A6S   |   335829.20
 LLHLXRT   |   335793.80
 K94GH2E   |   335584.10
 VBNB33G   |   335520.00
 AR6HZOD   |   335409.78
 7JL9RUY   |   335170.44
 HS5P22X   |   335009.47
 HMSAHQ2   |   334928.16
 ZPR1M3H   |   334904.38
 06SL541   |   334787.05
 C7DU9GX   |   334709.92
 PCZ40QK   |   334666.57
 UGF8ZZI   |   334418.55
 73K7TMN   |   333879.70
 5U7YE26   |   333878.22
 5MKRJGR   |   333631.22
 YOY79IT   |   333367.44
 AB5WK8F   |   333138.96
 PTN8EMG   |   333022.76
 WWJ5FKR   |   332912.22
 B7TP33U   |   332907.64
 QOINCR1   |   332872.76
 ES8AM2U   |   332847.26
 XX3OP1J   |   332382.90
 Y0DFEWB   |   332195.84
 RD5FZTF   |   331503.12
 HW7ALN9   |   331481.64
 TITG3FO   |   331478.96
 26RZ4TI   |   331407.72
 6IWL3AO   |   331360.08
 QTTZ4PJ   |   330973.62
 82OVU1J   |   330874.95
 RU52ZZO   |   330413.76
 2V8WLHI   |   330352.92
 QA2BSE0   |   330300.88
 Q9E7D7D   |   330205.52
 SX43VB1   |   329849.30
 5UKS4WS   |   329828.72
 9EMSUO5   |   329533.80
 4GA29XN   |   329264.16
 CPHYFE4   |   328789.86
 POWNJYN   |   328678.38
 HDLVQSU   |   328525.44
 9Y8XKDU   |   328003.52
 WYKHMJA   |   327905.70
 J7WPOKE   |   327102.72
 COPSH90   |   326932.00
 XWLW78Q   |   326581.12
 IR42OJQ   |   326467.96
 01HJ9TE   |   326191.00
 P2CW2HB   |   325853.22
 3MGQ87T   |   325807.52
 652UEO6   |   325362.15
 BTFF4I4   |   325241.72
 V7A50FK   |   325180.40
 QCOUMGC   |   325069.36
 9HCIFKD   |   325032.56
 ZU6Q5IY   |   324932.97
 TV1R0Y7   |   324751.68
 6VJO0ZG   |   324456.96
 7PREIY8   |   324454.24
 KVT4LOW   |   324430.92
 0PSP2XL   |   324216.78
 LB9FOXM   |   324016.68
 7D2GPK9   |   324012.32
 VIN9OB3   |   323949.69
 W99X4UX   |   323844.60
 IXYG4OF   |   323667.04
 8VWZST0   |   323556.48
 CTX2J6X   |   323481.42
 0XGZTQS   |   323396.48
 WBTV1FJ   |   323147.26
 E8OOKFX   |   323051.32
 82TYIQC   |   322939.33
 AEO8CIA   |   322938.72
 UIO7JZV   |   322827.48
 V54VC3M   |   322714.84
 IF769CX   |   322502.58
 7WGD2VM   |   322459.07
 LMG2P9S   |   322222.01
 2NVPPVE   |   322098.48
 SAQY5NG   |   321588.96
 AM2E92I   |   321552.00
 7EWA1U9   |   321437.60
 N97Q9E3   |   321371.70
 UKYR7H4   |   321170.08
 JFQZ7PV   |   321144.08
 AF3AIUH   |   320997.60
 U2MT5QP   |   320980.71
 L11YJ5K   |   320856.60
 142Z3D5   |   320717.28
 4V6OYNF   |   320621.21
 HYD24G5   |   320511.24
 RD6O1U0   |   320426.75
 UOBRXHR   |   320296.50
 AE92AV5   |   320194.35
 SSENN1Z   |   320073.12
 PDYJ9CW   |   320006.64
 1ZSOOJL   |   319906.50
 0C4B52G   |   319745.53
 8OLUDPT   |   319486.72
 TH33179   |   319434.72
 AFLI87G   |   319342.56
 HYYPC7L   |   319287.28
 11R092F   |   319231.36
 A4L7CPK   |   319033.89
 0G057MJ   |   318538.96
 WXRF694   |   318437.34
 QGGX87E   |   318400.48
 IGNEWWN   |   318109.60
 F4W9HGS   |   318050.79
 0VDA9LG   |   317940.93
 CKILACZ   |   317782.17
 MI0LIM7   |   317772.19
 T2AFOO4   |   317657.60
 Z7VF3LA   |   317484.31
 SUVJ206   |   317033.44
 FQWBDQU   |   316936.68
 DP49J3K   |   316893.44
 2T6XWOO   |   316877.76
 LLREWZF   |   316723.97
 90OSZ6Q   |   316718.22
 XVSGYZQ   |   316632.68
 2WSN2WR   |   316571.58
 UG40YGL   |   316451.00
 XNHBAG6   |   316158.00
 55GWAOM   |   316008.72
 LX9GGKK   |   315658.44
 B071J9Z   |   315554.85
 FK7OMPY   |   315368.88
 5O3P0B7   |   314626.75
 O96Y5CT   |   314364.00
 ARNAUYW   |   314357.40
 E5V2JMH   |   314356.18
 DU559HK   |   314347.92
 K6OORKQ   |   314217.60
 HVE4PEA   |   313906.17
 E2FM0O8   |   313783.68
 RZ243N4   |   313744.34
 BXA0JUF   |   313661.07
 126BYDX   |   313653.69
 WKRBA5L   |   313589.80
 JM0UUA8   |   313582.59
 8VYVKLY   |   313573.20
 FK5F752   |   313510.66
 J6NO2Z7   |   313348.00
 X6CY0EB   |   313327.08
 YVQS2PQ   |   313137.24
 1IEBAAX   |   313119.04
 XSEOL37   |   312710.55
 E1T1RCG   |   312709.35
 OB24KLN   |   312586.05
 P5PNXIS   |   312529.02
 4YI7UG9   |   312394.62
 Z9ZIJFS   |   312353.58
 KW7PO5N   |   312000.11
 AQEJK2T   |   311836.14
 09CV7LL   |   311650.32
 1SC67YR   |   311607.10
 AHC0UZC   |   311507.40
 TLXN9TF   |   311329.89
 9AH9CVF   |   311176.40
 KV23SF1   |   311035.36
 5854C4F   |   310972.45
 MBBVZKF   |   310958.49
 UQ1024A   |   310787.90
 ST2UP6M   |   310743.34
 1U8IHCI   |   310702.96
 9WW75SR   |   310702.32
 355IYYK   |   310225.88
 UZ2A8BL   |   310143.98
 6PW3QN8   |   310078.08
 PLCKRNP   |   309998.58
 MDOLO1R   |   309935.05
 26NK8UO   |   309466.80
 3RCHY8G   |   309248.25
 7E9QJ5U   |   309059.55
 I1PUDHE   |   308907.00
 GN0JMZ8   |   308883.60
 1YNXKCR   |   308715.90
 LXPHPWH   |   308557.20
 PH7O7QC   |   308461.77
 DUUGV28   |   308424.96
 OB9Q3UM   |   308394.20
 GJ9CYHB   |   308188.40
 ONHFSL9   |   308106.00
 PENTX6X   |   307904.10
 8MUIN1C   |   307723.92
 WSN37O4   |   307705.28
 D3JF14F   |   307611.52
 HOZ5UZ8   |   307545.66
 17L4OU8   |   307520.88
 WM4KKFK   |   307413.12
 YG1Y7RF   |   307105.05
 3N9HC3T   |   307083.90
 04JAQCE   |   306994.04
 2V1R1Z9   |   306918.00
 RAJMU52   |   306789.23
 N2YDP0J   |   306736.77
 XW2QPI1   |   306720.49
 86YP55A   |   306491.85
 G6BO726   |   306100.08
 F033LLG   |   305848.50
 E1E7GXF   |   305786.35
 D6UG5EQ   |   305722.80
 WQMIR7A   |   305718.90
 YC1PBJJ   |   305420.14
 2SP749I   |   305284.16
 T5V3AGN   |   304930.08
 YD2XZFG   |   304745.40
 1H9CNSA   |   304724.66
 AYRUAXD   |   304421.04
 48VALKZ   |   304389.93
 JC88UB4   |   304180.92
 LKWIWO6   |   303968.84
 H9OQRLJ   |   303895.66
 37GTX0V   |   303894.57
 ZPYGD8F   |   303862.89
 6S0PGVK   |   303828.65
 AVTOJ6F   |   303784.58
 7NATRUI   |   303560.68
 K8ZXUN2   |   303490.00
 QNBHQ8P   |   303276.60
 SWRITQQ   |   303079.46
 ZUSQS1I   |   303035.55
 EE6COR9   |   302917.02
 RRCYAWQ   |   302886.35
 U0ADGF8   |   302862.90
 3Z5LD5I   |   302844.45
 8BZ868B   |   302842.40
 JHIL6O7   |   302681.40
 6EIZ8I3   |   302563.80
 4NMYN49   |   302468.28
 PXEZISB   |   302420.65
 TTAXRV9   |   302401.38
 9VYCIQ2   |   302335.58
 8S2VXUD   |   302314.08
 AJFGU65   |   302295.96
 S7L0FO9   |   302217.76
 9U15ZYM   |   302170.62
 NTHUZ61   |   302161.60
 FUUYDXN   |   302145.84
 VGAZFPM   |   301881.90
 DPMIT96   |   301866.78
 2K5UFMP   |   301556.55
 1GQ3K92   |   301509.80
 5D0XHAK   |   301372.11
 AK6XLOJ   |   301200.52
 ZDJ9T3S   |   301199.76
 REXTUX1   |   301161.59
 6CWZ6IB   |   300989.36
 IGGXVH1   |   300873.80
 K6CYNJN   |   300863.92
 XZJZNMQ   |   300736.13
 WZK8PC3   |   300642.66
 ZTDIDU7   |   300278.05
 G2Q8I3A   |   299916.88
 4DGT6FR   |   299863.09
 OVCUM7Q   |   299840.80
 AJD68NA   |   299731.08
 MG64UXK   |   299668.24
 NF9QI1L   |   299078.50
 0DIEBYG   |   298892.00
 5XQ5X3X   |   298847.50
 F7NTOKF   |   298493.45
 CIPA6R6   |   298458.27
 ZUY1OA6   |   298457.54
 7TPZRC6   |   298314.56
 5QP35TX   |   298110.82
 I93COZ9   |   298046.48
 1MX0M4O   |   297712.80
 Q60JI9P   |   297621.93
 NM16X24   |   297462.34
 5TO6C9R   |   297397.92
 Z662SVD   |   297323.78
 ERKM497   |   296928.55
 K29YNHU   |   296586.88
 1MVJ2Y0   |   296555.10
 ZAXM2L5   |   296376.08
 472GYSI   |   296287.20
 AW0XFYM   |   296096.01
 2QM10IS   |   296029.17
 OQ32MPS   |   295907.52
 5QPI7Y2   |   295873.41
 JMTZBKJ   |   295857.80
 TFSJBRV   |   295839.00
 DHKFL7J   |   295822.06
 1AFLDCX   |   295645.35
 YW5SM0U   |   295544.70
 1J0ALPZ   |   295404.32
 5U2IBOD   |   294672.66
 OY5F7OA   |   294592.04
 58LZFI1   |   294379.80
 L2SEDX0   |   294377.44
 DF2STFP   |   294125.13
 BR4PWXA   |   294007.50
 IBUIGIG   |   293812.96
 UUS0SP8   |   293755.28
 10M8P9R   |   293688.43
 NCUZ5HF   |   293551.72
 B4C9F5Y   |   293536.80
 4LGPYDB   |   293408.78
 IQ6Z9YA   |   293391.45
 O68ZCYZ   |   293262.50
 7AMGCNF   |   293247.24
 DG325TS   |   293221.94
 EMJIOGP   |   293092.80
 978GVXL   |   293086.92
 1FLZZ99   |   292770.25
 3WZ2JBW   |   292766.72
 Z81HRVP   |   292728.82
 QPQG5HW   |   292474.89
 WYZ84KJ   |   292362.24
 RPUOMZ2   |   292358.99
 ZBPNS2G   |   292197.88
 U25M01U   |   292048.93
 68F9P9Q   |   291860.80
 KXBP1GX   |   291855.70
 U0E9DYQ   |   291706.80
 LP1G6EQ   |   291659.40
 K3R9MDF   |   291633.30
 FVJDLPG   |   291629.80
 07G5UIY   |   291601.60
 LS5R3MD   |   291411.60
 7MF2B4K   |   290901.27
 6524M65   |   290867.94
 74SKN89   |   290629.60
 OKMHPJC   |   290582.67
 EA18WXS   |   290439.30
 MHRV9ZO   |   290121.79
 RKZJM2T   |   290107.72
 GMEZPQM   |   290106.00
 11LMAX7   |   289991.20
 8LZ0CE6   |   289821.16
 IJCREKH   |   289713.40
 WTPSLFK   |   289395.86
 CKL96PT   |   289199.75
 9JN5UWR   |   288982.82
 GEMNFRI   |   288952.92
 R6VN8DG   |   288860.15
 02SWSQS   |   288805.84
 YQ6EH9R   |   288791.65
 19QOUR2   |   288728.30
 SDJSWVI   |   288707.09
 USTEQ8B   |   288601.74
 LXSTM6Y   |   288559.18
 RCLK1GW   |   288222.60
 O0WZGGN   |   288200.01
 SK6LX1M   |   288055.26
 I9RD048   |   287840.24
 Z4M2ANE   |   287605.85
 E46S7RM   |   287594.50
 MN7B2LM   |   287443.87
 V97KNCY   |   287396.30
 22CG78D   |   287327.74
 V89BFTY   |   287302.68
 XTS09IC   |   287298.61
 LOXPFKX   |   287272.80
 X56WL47   |   287246.60
 0QJSZ0M   |   286919.95
 F6OHP50   |   286861.84
 Y6SSB6U   |   286854.43
 CGR0NNH   |   286702.23
 2KVE9Q2   |   286634.28
 ZG6VK4L   |   286399.14
 YCS8IMQ   |   286244.12
 5AQM3JS   |   286243.28
 J4UPANQ   |   286213.50
 B2IAD9X   |   286037.58
 RG8292D   |   285896.80
 4VO6OJH   |   285835.64
 BEB2I9O   |   285691.80
 DMCKIKV   |   285669.00
 36U0I7I   |   285477.94
 T2ESXKG   |   285159.03
 BL5EX2J   |   285021.63
 PLC8A3K   |   285012.68
 505I6Q8   |   284944.35
 PV4PB07   |   284871.75
 XC292BI   |   284712.82
 0QT77R3   |   284489.28
 8DVZUVN   |   284089.44
 7IFKU2W   |   283963.80
 RZJ4ZKJ   |   283205.21
 1M8BYG6   |   283054.00
 160EGTV   |   282198.64
 V1NCLD8   |   282056.46
 8KKFHO2   |   282008.07
 K8VK94L   |   281832.50
 Z6MOXWP   |   281820.28
 UZ2YU3W   |   281638.00
 96XGAQM   |   281617.48
 2UO8YH7   |   281535.64
 HA5XDRU   |   281471.85
 STGACIZ   |   281371.48
 38WIJ09   |   281289.79
 CC72LXC   |   281089.04
 A58VY8Q   |   280993.68
 QEBHFSJ   |   280916.07
 LRNL18Z   |   280886.85
 80QT4LO   |   280796.16
 78Q22LK   |   280721.41
 GT49MWD   |   280654.08
 IECCUVR   |   280572.84
 JJNHJX5   |   280142.78
 KIO64OF   |   280084.32
 EJ30O0S   |   280036.38
 TK6CE42   |   279944.73
 0K6012Z   |   279892.55
 G7A0XVA   |   279611.80
 E9TFD5W   |   279483.75
 CAXM841   |   279207.50
 LET5FK4   |   279044.78
 NGXYNT7   |   279015.00
 0LARDUX   |   278617.64
 EX2VNK6   |   278583.36
 DTB9WJ7   |   278192.25
 L4G50B6   |   278182.17
 IC5RUWX   |   277977.96
 RD4XGZG   |   277763.67
 AUXI217   |   277704.48
 F3OJC3C   |   277663.51
 HH9HY92   |   277607.52
 9MT8AAF   |   277403.28
 ZBV4SC4   |   277343.64
 ENEFJWB   |   277293.80
 ZCN3EK0   |   277251.48
 M42I9FU   |   276846.91
 QACC8G6   |   276841.60
 G7R0DC8   |   276680.60
 OCZ79M9   |   276653.28
 BO2YFHX   |   276631.29
 6KQ31JK   |   276383.87
 LFU7N7S   |   276359.50
 RO4T7LE   |   276294.48
 8NOZ5EE   |   276068.44
 530801R   |   275964.48
 G0MMZLW   |   275615.59
 13S509N   |   275547.37
 74UGZC3   |   275528.28
 4ANHGUK   |   275353.89
 2WPDSP3   |   275344.96
 8ML4XAG   |   275207.40
 5MU49JG   |   275198.60
 ZZZA3PY   |   275049.09
 SPUOWHK   |   275016.74
 7HY4P7M   |   274957.50
 27FLST2   |   274680.23
 F0A8LXM   |   274675.50
 73XZMJQ   |   274590.48
 1W66Q70   |   274539.10
 1UKJBZW   |   274494.57
 QEPM4DA   |   273937.82
 8I8X372   |   273773.88
 RYD25X0   |   273681.24
 I7BFAUZ   |   273677.14
 LZRM10R   |   273492.45
 PDZA18P   |   273480.84
 PKSCI3R   |   273477.83
 AH9O9GE   |   273243.42
 EZUM01Q   |   273226.08
 5PTBKXZ   |   272909.52
 JF7GGY2   |   272778.09
 IBPBRN4   |   272754.16
 THO296R   |   272703.55
 6HJIJZ9   |   272597.58
 J3I5NZX   |   272491.98
 6X7KB0N   |   272485.68
 IDFDPHB   |   272324.91
 3GOXR0O   |   272228.58
 1IHO98Z   |   271635.52
 IX3NOCT   |   271591.20
 R21MXVQ   |   271560.17
 MDTEJPU   |   271337.95
 RYYXGP1   |   271285.00
 YFIY7ZN   |   271033.14
 S6JIK9Y   |   270735.36
 DWTH9MM   |   270667.15
 H4156GH   |   270614.72
 MSOHYXB   |   270396.33
 UN8GVC0   |   270238.80
 83FK4RO   |   270232.36
 XG8PDRZ   |   270152.48
 CDBAKDG   |   269770.14
 K27GRN4   |   269605.90
 FSGD5BY   |   269547.55
 UACFKKP   |   269438.31
 M4QMJF5   |   269328.00
 XB9EYMK   |   268887.41
 9SY28C5   |   268756.64
 EVY6A05   |   268675.45
 T65DLIM   |   268673.35
 ZIB593Z   |   268619.39
 KA6K5OX   |   268305.12
 9H2ZOEM   |   268288.38
 1Z03S30   |   268203.60
 PABKWNU   |   268083.75
 VE13AIJ   |   267898.51
 G6GXMVB   |   267572.56
 AE7Z9X7   |   267571.02
 USV4HQR   |   267508.58
 RL5GHFK   |   267419.68
 KCF5V4C   |   267346.32
 STQPOM7   |   267216.00
 LWA9L3I   |   267142.59
 MJYC7LW   |   267068.10
 77KHTN2   |   267030.50
 5LSM2YG   |   266680.53
 DGA4V8L   |   266679.72
 2Z63QAN   |   266670.84
 C6FJ95G   |   266646.33
 Y5OC658   |   266601.62
 7UU5X1L   |   266534.58
 35FKE39   |   266507.64
 MXWJ37X   |   266400.00
 6J6CBTC   |   266371.90
 6BD9O8N   |   266285.76
 ND5ILKF   |   266270.40
 B7IKPST   |   266181.19
 BXUQC3Q   |   265876.80
 B9CK4E5   |   265752.19
 ZL1F88G   |   265643.95
 S7Y7VS3   |   265604.13
 VX87B4A   |   265493.60
 HQSAQT1   |   265193.25
 3YWZXUX   |   264671.01
 CQXUMH9   |   264556.80
 DZ8IKEX   |   264421.30
 L6L7UWM   |   264417.65
 8E56YED   |   264375.00
 0BBHC13   |   264360.45
 KBGYI2N   |   264250.00
 P4AGJDA   |   264098.82
 357T7E2   |   264025.56
 0FSPOXH   |   263944.98
 VC2UV1V   |   263772.32
 DZYQOR6   |   263765.98
 PYSHW62   |   263515.98
 PT875RA   |   263509.26
 O0W4DN4   |   263109.00
 648H7MU   |   263062.71
 9S3UKZ0   |   263048.64
 NJZIQ51   |   262935.25
 AG3TPZJ   |   262791.00
 EHGC8M8   |   262695.66
 IA9J6HM   |   261722.10
 WGPDZMF   |   261714.00
 KCOWK52   |   261695.28
 K9HS7NG   |   261678.30
 8IYXD66   |   261182.08
 3MSVFOF   |   261179.40
 433I6WE   |   261138.15
 GMZQ6OK   |   261017.91
 YOXO2QL   |   261006.99
 C1R3BJ1   |   260672.10
 AT0HY74   |   260641.06
 CZEIK5M   |   260566.76
 0IFQXDC   |   260334.36
 WCOD9AZ   |   260298.63
 5N9DU6R   |   260206.50
 0F2PADC   |   260172.00
 FTE8AFI   |   260114.33
 B6N4YM7   |   260086.72
 YG05NF2   |   260074.50
 OXC05G0   |   260065.14
 FQJEAJX   |   260004.00
 OXIV6LT   |   259924.50
 7ZGH3A8   |   259867.55
 YFCPPRC   |   259852.80
 M3B0SYJ   |   259739.95
 132IDHP   |   259657.42
 PP0VHUW   |   259296.96
 X9GU3UY   |   259251.84
 7IMYTYO   |   259181.16
 74M7XTR   |   259016.40
 6YLUJH6   |   258961.05
 YL85SPD   |   258887.31
 TMDG7JP   |   258804.91
 JPFFHQO   |   258692.88
 0RJG35N   |   258376.37
 Q0KF4V3   |   258357.85
 3X2BUT8   |   258318.00
 6VI1F8F   |   258272.53
 HC3FQ5I   |   258167.28
 ILVVBFJ   |   258162.30
 2C4ND3H   |   258018.60
 QDPRG66   |   257964.96
 MJ4UMAH   |   257818.95
 KZBBRQT   |   257813.50
 X7N699H   |   257766.56
 5EFS7PP   |   257726.22
 YH6OT0Z   |   257622.93
 9YT8T0G   |   257530.86
 125IBOG   |   257492.16
 ZVC7CZ8   |   257377.96
 FKJDKYR   |   257303.76
 DYEGFTD   |   257088.00
 RBCO8PH   |   257062.00
 RFV7IHD   |   257015.04
 W0TK2V5   |   256968.60
 V3M10GZ   |   256826.70
 RK3QIMT   |   256763.75
 G8MDO2O   |   256703.90
 XXPP212   |   256666.35
 5NG16BL   |   256612.72
 G74MCYZ   |   256390.08
 9QERNB8   |   256374.72
 39CAMKW   |   256327.20
 X64V25N   |   256152.00
 OZ4YI20   |   256138.74
 2I990JX   |   256019.85
 KXW4YZD   |   255924.89
 ML40GTL   |   255920.28
 DE7SJ6W   |   255900.00
 6VJVR8L   |   255846.24
 NOMDPI1   |   255839.20
 T5ITOOG   |   255792.00
 4A0EW6T   |   255746.70
 Z3A4XEW   |   255603.20
 5OBNVOJ   |   255359.12
 IPJI522   |   255218.13
 DX8L9CG   |   254703.44
 3GHMBQL   |   254674.71
 BL3A0S1   |   254620.20
 3KN38OQ   |   254551.76
 LZF2O19   |   254527.20
 JWO4CR4   |   254354.10
 Z1XMY6T   |   254348.01
 LGU8KI6   |   254175.28
 7CSMU9V   |   254151.96
 I9MET53   |   254007.12
 Q4AXV2W   |   253776.54
 3JHJ7N6   |   253514.81
 BYJC7NF   |   253496.88
 V8NAFTP   |   253414.05
 1XC2LYH   |   253334.52
 0S5KSXR   |   253159.92
 T0I8EV5   |   253018.44
 3H54YAT   |   252789.66
 41430ZF   |   252773.69
 WY91VZ8   |   252429.94
 V0094X6   |   252403.70
 GKU6QEO   |   252389.16
 UC8G0LG   |   252330.24
 HJ3Z46Y   |   252299.65
 7RLJVIT   |   252244.08
 JFYWRJB   |   251928.60
 DIU8AI5   |   251916.22
 K00JOQV   |   251839.35
 JRLRZAA   |   251132.21
 P8H5B3C   |   250895.50
 0T5FUET   |   250697.82
 2NDVEZX   |   250484.00
 VVTF879   |   249876.20
 J0BHG13   |   249491.34
 2E6FZNN   |   249422.75
 V0AFR0X   |   249146.38
 GF9NUOU   |   248948.88
 300AJAN   |   248941.77
 0MQFLCU   |   248869.40
 94K2TLA   |   248820.61
 RA4RRYC   |   248770.56
 CGRCY9C   |   248760.20
 GWGPD8H   |   248714.18
 ZQHM83L   |   248712.00
 1EL9R56   |   248386.88
 15KQXB3   |   248279.76
 R6PHDIP   |   248267.60
 S2BCFGS   |   248235.84
 RLFR8V3   |   248184.00
 LT9S1F4   |   248133.03
 EGKDGSB   |   248086.08
 C2EY41X   |   247886.19
 RTK5ZBG   |   247670.11
 EQ0QC0U   |   247517.64
 NH8SJON   |   247205.52
 4IK6Q4Z   |   247104.18
 D5LMU6G   |   247072.20
 XAE5R2V   |   247048.42
 JQBHABE   |   246948.00
 Y8PYDY0   |   246922.80
 SH4L43S   |   246831.48
 FHGDFRS   |   246779.82
 UDWT42T   |   246645.10
 1UT1HNE   |   246631.39
 ZFDI65F   |   246246.08
 B2E4A8Z   |   246078.84
 GVIJRN8   |   245952.72
 JDDKRB3   |   245857.90
 ID0FM61   |   245516.06
 NH5FQSF   |   245284.40
 P45CXG3   |   245217.28
 2YJ16H7   |   245166.08
 P2YWT1E   |   244819.97
 M2KIF7J   |   244764.80
 J5IEWPF   |   244721.52
 5BBIYWM   |   244720.61
 PXZ6C9M   |   244462.98
 SVQD3S9   |   244441.37
 SNQ25V9   |   244270.69
 BBY76UQ   |   244243.02
 X84MIIV   |   244200.56
 K4FDCTD   |   244146.52
 VWSFAFP   |   244124.40
 W8CDDG5   |   244122.12
 4NOWSW2   |   244041.84
 7W83SAT   |   243734.59
 L19LDZM   |   243722.40
 TFZY634   |   243682.26
 O99Q6SG   |   243676.77
 WMO9O4T   |   243513.20
 PLAHG96   |   243483.10
 JB6VV6Y   |   242999.90
 AI6KZ39   |   242981.65
 XI9888W   |   242637.60
 2MFSNHR   |   242535.74
 MGBHEKI   |   242420.36
 8HC60TS   |   242415.78
 OEEIL7F   |   242381.58
 OPRRGXW   |   242313.80
 ZY27N9D   |   242042.88
 KBJ4PHH   |   241993.80
 F4CWU9T   |   241912.68
 OBK1Z6N   |   241911.18
 702CO7B   |   241839.18
 ZOY1ZCP   |   241830.82
 6I4KV11   |   241762.40
 60ONJ2K   |   241260.80
 FWNS1FC   |   241006.91
 URQ0Q0E   |   240707.24
 PK3RVIU   |   240435.11
 MZ3DJN4   |   240406.32
 UPMG5YG   |   240270.24
 QPOR54W   |   239842.26
 LO5HVEN   |   239809.98
 Q651IXY   |   239663.79
 FETLCTG   |   239413.83
 VQ3XGMQ   |   239237.12
 RZLMR24   |   239198.04
 653PZ71   |   239194.04
 UEA5RDX   |   238589.73
 4K5EG4L   |   238428.63
 2MJWYVN   |   238385.07
 VMQB48W   |   238334.64
 NQUJTSI   |   238194.00
 JHF3E1P   |   238124.90
 GXUMOH6   |   238082.24
 FSGYG7N   |   237985.64
 YD16IT1   |   237943.00
 U810MSB   |   237939.66
 Y06QF8E   |   237853.70
 CNKZAFO   |   237793.60
 2P133O7   |   237751.20
 2CR0N8Y   |   237744.21
 36G5IVB   |   237705.02
 9IK68D9   |   237601.35
 IDEJZEC   |   237440.70
 KLSDRE5   |   237400.25
 2PRI4WK   |   237373.29
 SL168S2   |   237274.47
 HFJI0J3   |   237248.56
 A0LAA13   |   237176.64
 9H4WWCC   |   236921.31
 I5WRH5Y   |   236648.88
 NOSUPB9   |   236591.42
 P9ATRPX   |   236562.32
 PDO3YJR   |   236371.86
 E6XX5DZ   |   236319.65
 8X3SM4H   |   236185.00
 AKX15H9   |   235921.07
 I4CMLOA   |   235845.72
 NU6OAT3   |   235831.65
 GGNB2BQ   |   235714.08
 BQSQ38X   |   235651.56
 ZF7UNPH   |   235551.33
 LZ3JH3Z   |   235464.57
 CJF8KN8   |   235424.30
 T9XB32Z   |   235132.70
 FNEA2TI   |   234943.17
 9CWPXVA   |   234928.72
 KJFHO57   |   234844.86
 JKCO4HO   |   234755.87
 8M2CWYY   |   234570.60
 8LFTPM8   |   234521.01
 FBV13O6   |   234361.53
 U5J29TK   |   234213.44
 31LDFVO   |   234155.09
 RYGJJ2O   |   234120.37
 84P7GR3   |   233981.58
 5EX0TQ0   |   233965.62
 R68AYPW   |   233787.74
 YJA6FGK   |   233723.25
 28ZVPDO   |   233520.84
 U644UEO   |   233497.80
 T3SUPDE   |   233307.24
 OQCT4S2   |   232989.77
 JOP0LEP   |   232896.10
 I9G14RX   |   232871.60
 6XN3UL4   |   232807.52
 HO7OPST   |   232688.56
 0A909L7   |   232681.68
 P6SHGN2   |   232490.14
 K7B7A74   |   232452.82
 82NHGK7   |   232436.58
 UKQLV1W   |   232344.20
 FBKAL01   |   232232.00
 5GPDGY8   |   232179.84
 CZKBPRK   |   232093.75
 W8TS1Q1   |   231867.25
 YLDJN5M   |   231804.35
 GWBIZKX   |   231640.75
 80IO6MY   |   231107.92
 RYT00FD   |   230968.70
 AF0Q9DK   |   230867.20
 DFNGPZ1   |   230863.68
 7J9NNCD   |   230845.44
 TJIZKB3   |   230816.18
 LMHPUXU   |   230751.25
 L8DNLY4   |   230522.88
 6D56OFD   |   230485.65
 JDGCY8P   |   230281.20
 0ZZMUIN   |   230099.77
 FUNT2TZ   |   230022.88
 Z6VOMGG   |   229683.36
 4A526AO   |   229608.72
 30JP1M3   |   229420.73
 US7XFWR   |   229354.83
 I295DJE   |   229288.60
 03N7F1U   |   229269.51
 AMI2WFO   |   229091.73
 BMB6HMH   |   229006.08
 3W9L9WS   |   228700.05
 HP0M5WI   |   228694.00
 9BC2FMZ   |   228434.82
 BQ8J27I   |   228339.30
 T67H77C   |   228305.00
 RSSRBZF   |   228280.91
 A05RZ12   |   228219.00
 P41AD4K   |   228072.60
 RKN7CBM   |   228010.22
 UK9SMY1   |   227904.00
 LHHCXLW   |   227797.02
 ZX8LLX9   |   227686.80
 4XFQG7U   |   227610.68
 33TUJEM   |   227466.80
 2BUOHDY   |   227311.77
 ERI8YIQ   |   227191.35
 CYL9FP1   |   227171.98
 P4R43IZ   |   227123.19
 F00AR4Z   |   227080.40
 QAM7GRL   |   227065.05
 3SA63QH   |   227008.39
 8XMGLDW   |   226893.09
 OBGYKHH   |   226826.40
 XYBPS8H   |   226792.28
 843842S   |   226423.12
 TYF7MRZ   |   226284.00
 LCJQ01Z   |   226268.40
